Sub Category,Price,Discount,Rating,Title,Currency,Feature,Product Description,image_url
Bakery & Desserts,$99.99,No Discount,Rated 3.6 out of 5 stars based on 5 reviews.,"Ferrara’s Bakery 8 in. Tiramisu Cake, 2-pack",$,8 inch Tiramisu Cake 2-pack Each Cake services 10-12 people Classic Flavors of Espresso and Mascarpone,"Ferrara’s specialty tiramisu features homemade Savoiardi (Ladyfinger cookies) that we douse with espresso & coffee liqueur and layer with sweet mascarpone.
PRODUCEDIN AFACILITYWHERENUTS,MILK,EGGS,SOY&FLOURAREPRESENT A little history about the world famous Ferarra bakery. Since 1892 when our great grandfather, Enrico Scoppa and our great grand-uncle, Antonio Ferrara, opera impresario and showman, opened a cafe called Café A. Ferrara in Little Italy section in New York City we have prided ourselves on creating superb Italian specialties
We take the extra step of baking two, three and sometimes four times a day, in small batches. Because of the frequency with which we bake, Ferrara acquired our great reputation for quality and freshness. Today, Ferrara is still a family owned business operated by the fifth generation. Тhat’s perhaps the most wonderful thing about Ferrara. Since its beginning in 1892, the spirit, recipes and devotion to quality has changed very little. Ingredients– Heavy Cream, Sugar, Mascarpone, Egg Yolks, Water, Egg Whites, Brewed Coffee, All Purpose Flour, Alcohol, Whole Eggs, Powdered Sugar, Alcohol, Almond Powder, Cocoa Powder, Butter, Shortening, Baking Powder, Vanilla 8 inch Tiramisu Cake 2 pack
Each Cake services 10-12 people
Classic Flavors of Espresso and Mascarpone",https://pixabay.com/get/g0cb2da6a579e87a7465b13d18798c2705b7bfdcebe7a536614e8dc5928d7ac39d641abe2d71d8add38f12aceeef5d75505cd908a43dbbc961842210b592e4383_1280.jpg
Bakery & Desserts,$89.99,No Discount,Rated 3 out of 5 stars based on 2 reviews.,"Classic Cake Limoncello Quarter Sheet Cake (14 Pre-Cut Total Slices, 4 Oz. Per Slice, 3.5 Lbs Total Box)",$,Quarter Sheet Cake (14 - 4 Oz. Pre-Cut Slices Total) Almond Joconde Cake With Lemon Syrup Layered with White Chocolate Mousse & Lemon Curd,"Classic Cake is a family-owned artisan bakery and has been creating decadent desserts for over 40 years using only the finest ingredients for our exclusive recipes. In listening to our customers, we found more and more looking for a lighter, refreshing dessert with the same decadence. This gave way to our one-of-a-kind Limoncello created with almond joconde cake soaked with lemon syrup then layered with white chocolate mousse and a delicious lemon curd. The deliciousness doesn’t stop there. The cake is finished with white chocolate shavings, combining a sweet and tart flavor that is delightfully light. Includes: Quarter Sheet Cake (14 - 4 Oz. Pre-Cut Slices Total)
Almond Joconde Cake With Lemon Syrup
Layered with White Chocolate Mousse & Lemon Curd",https://pixabay.com/get/g36b5c5385d2b9313cdcb528445daf10fe6e8c309edb1fa85bd5ff1bf612380ff921399fda110e1dba24a31e87ba55221fdef1d81163ba81378e9a703e9a9bf64_1280.jpg
Bakery & Desserts,$24.99,No Discount,Rated 4.7 out of 5 stars based on 687 reviews.,deMilan Panettone Classico Tin Cake 2.2 lb Tin,$,Panettone Classic Italian Cake Milan Specialty,"deMilan is baked using the traditional recipe of ""Panettone Milano"". Panettone is produced according to the traditional recipe through a slow and natural process. All the ingredients, from flour to milk, from eggs to butter, from candid fruit to yeast are of natural origin, fresh and genuine. The goal is to always maintain tradition and great quality in the products. deMilan Panettone is therefore synonymous with passion and care for its products and for its customers. The Milanese origin is identified by the logo which depicts the Duomo of Milan, the timeless symbol of the city, solemn, elegant and sublime. Includes: Panettone Classic Italian Cake
2.2 lb Tin",https://pixabay.com/get/gad1e1e4785425e97ace848b57f56c71885da2a5c011dd5dfde99361454b65649282cbd52b6ea7fa2ef1f9d4dc63e34f3c43a35a2cb8e302c993dd47057b2975f_1280.jpg
Bakery & Desserts,$39.99,No Discount,Rated 4.3 out of 5 stars based on 845 reviews.,David’s Cookies Decadent Triple Chocolate made with mini Hershey’s Kisses and Reese’s Peanut Butter Cup Cookies Tin – 2 Count,$,"8 Jumbo Triple Chocolate made with mini Hershey’s Kisses
8 Jumbo Reese’s Peanut Butter Cup Cookies
Kosher OU-D certified","Due to the perishable nature of this product orders will only ship on Monday and Tuesday for Thursday and Friday delivery. Orders will not ship over the weekend. Orders placed after 9 am PST on Tuesday will not ship until the following Monday. Whoever said that bigger isn't always better never tasted fresh baked giant cookies from David's Cookies. These lusciously JUMBO cookies, made with no added preservatives, reign supreme and comes in 4.5 oz fabulous, flavorsome, fresh baked giant cookies.Triple Chocolate:Decadent to say the least! This cookie is made from David’s famous chocolate chunk cookie dough, generously topped with HERSHEY’S® MINI KISSES, semi-sweet chocolate chunks & milk chocolate chunks!	Peanut Butter:Peanut butter lovers unite! Peanut butter cookie dough is loaded with peanut butter chips and topped with chunks of REESE’S® Peanut Butter Cups.Includes:2-pack Includes: 2 tins of 4 decadent 4.5oz Triple Chocolate Cookies and 4 decadent 4.5oz Peanut Butter Cookies per tinKosher OU-D certified16 Jumbo decadent 4.5oz cookies totalWeight: Approximately 4.5oz each cookieMade in the USASome of our products may contain nuts. Our facility is NOT a nut-free facility, and as a result it is possible that any product may have come in contact with nut or nut oilsImportant Handling Instructions: Consume within 48 hours of receipt or freeze for up to six months in a freezer safe container.",https://pixabay.com/get/ge8f1dbd9b89e082c2908986855c393ca0d75b69815e052c94321f15bd92f733df16c6b02975bf5fc05c7d9dee05c75f419168a115c014e53e73eb46e41cafee7_1280.jpg
Bakery & Desserts,$72.99,No Discount,Rated 4.3 out of 5 stars based on 87 reviews.,Ferrara's Bakery 4 lbs. Italian Cookie Pack,$,"4 lbs. Italian Cookies
7 Types of Cookies","Ferrara’s delicate & buttery cookies are the perfect companion with a cup of coffee. Using secret Old World recipes that are over 100 years old, Ferrara bakes perfect rainbow (tricolori), pignoli (almond-flavored cookies studded with pine nuts), fudge-swirled cookies & more.
A little history about the world famous Ferarra bakery. Since 1892 when our great grandfather, Enrico Scoppa and our great grand-uncle, Antonio Ferrara, opera impresario and showman, opened a cafe called Café A. Ferrara in Little Italy section in New York City we have prided ourselves on creating superb Italian specialties
We take the extra step of baking two, three and sometimes four times a day, in small batches. Because of the frequency with which we bake, Ferrara acquired our great reputation for quality and freshness. Today, Ferrara is still a family owned business operated by the fifth generation. Тhat’s perhaps the most wonderful thing about Ferrara. Since its beginning in 1892, the spirit, recipes and devotion to quality has changed very little.
Includes: Rainbow Tricolori Cookies
Fudge-swirled Cookies
Pignoli Cookies
Coconut Cookies
Plan Sandwich Cookies
Half Moon Cookies
Torrincino Cookies PRODUCED IN A FACILITY WHERE NUTS, MILK, EGGS, SOY & FLOUR ARE PRESENT",https://pixabay.com/get/gacfcd3f64d2417e2e0b06077be53e59a72b16c992b4af675bfbb617c71191478b87a00bf91e04dc7c81d43355e0fd1ea089023203c6bb36c67522ca913e7dda5_1280.jpg
Bakery & Desserts,$119.99,No Discount,Rated 2.2 out of 5 stars based on 4 reviews.,"Ferrara's Bakery 48 Mini Cannoli's (24 Plain Filled and 24 Hand Dipped Belgian Chocolate) - 1.5"" to 2"" In Length",$,24 Mini Plain Filled Cannoli 24 Mini Hand Dipped Belgian Chocolate Cannoli Plain Cannoli: After thawing should be eaten within 2 hours for maximize crispness Chocolate Cannoli: After thawing should be eaten within 48 hours Frozen: Can be stored up to a year,"Ferrara's Bakery of Little Italy in New York City 24 Mini Plain Filled Cannoli and 24 Mini Hand Dipped Belgian Chocolate Cannoli The Cannoli is a Sicilian pastry. First introduced more than 125 years ago by Cafe’ Ferrara. A light crispy shell, sweet, velvety, creamy ricotta with chocolate chips & citron. Ferrara dips their traditional crispy cannoli shells by hand in rich Belgian chocolate before filling them with sweet ricotta cream studded with chocolate chips A little history about the world famous Ferarra bakery. Since 1892 when our great grandfather, Enrico Scoppa and our great grand-uncle, Antonio Ferrara, opera impresario and showman, opened a cafe called Café A. Ferrara in Little Italy section in New York City we have prided ourselves on creating superb Italian specialties We take the extra step of baking two, three and sometimes four times a day, in small batches. Because of the frequency with which we bake, Ferrara acquired our great reputation for quality and freshness. Today, Ferrara is still a family owned business operated by the fifth generation. Тhat’s perhaps the most wonderful thing about Ferrara. Since its beginning in 1892, the spirit, recipes and devotion to quality has changed very little Cannolis are made fresh, frozen and shipped on dry ice 1 1/2-2"" In length
24 Mini Plain Filled Cannoli
24 Mini Hand Dipped Belgian Chocolate Cannoli
Plain Cannoli: After thawing should be eaten within 2 hours for maximize crispness
Chocolate Cannoli: After thawing should be eaten within 48 hours
Frozen: Can be stored up to one year PRODUCED IN A FACILITY WHERE NUTS, MILK, EGGS, SOY & FLOUR ARE PRESENT 24 Mini Plain Filled Cannoli
24 Mini Hand Dipped Belgian Chocolate Cannoli
Plain Cannoli: After thawing should be eaten within 2 hours for maximize crispness
Chocolate Cannoli: After thawing should be eaten within 48 hours
Frozen: Can be stored up to a year",https://pixabay.com/get/gfa5bd9da3e7f1f5557b8c01d60c32dc0b99502b978f5357109b3605897a39e799281d41db8a37656803d92a7588f58e4698b54698890f43d8cbaa7adafc3d361_1280.jpg
Bakery & Desserts,$109.99,No Discount,Rated 4.2 out of 5 stars based on 181 reviews.,Ferrara's Bakery 24 Large Cannoli's (12 Plain Filled and 12 Hand Dipped Belgian Chocolate),$,12 Large Plain Filled Cannoli 12 Large Hand Dipped Belgian Chocolate Cannoli Plain Cannoli: After thawing should be eaten within 2 hours for maximize crispness Chocolate Cannoli: After thawing should be eaten within 48 hours Frozen: Can be stored up to a year,"Ferrara's Bakery of Little Italy in New York City 12 Large Plain Filled Cannoli and 12 Large Hand Dipped Belgian Chocolate CannoliThe Cannoli is a Sicilian pastry. First introduced more than 125 years ago by Cafe’ Ferrara. A light crispy shell, sweet, velvety, creamy ricotta with chocolate chips & citron. Ferrara dips their traditional crispy cannoli shells by hand in rich Belgian chocolate before filling them with sweet ricotta cream studded with chocolate chipsA little history about the world famous Ferarra bakery. Since 1892 when our great grandfather, Enrico Scoppa and our great grand-uncle, Antonio Ferrara, opera impresario and showman, opened a cafe called Café A. Ferrara in Little Italy section in New York City we have prided ourselves on creating superb Italian specialties We take the extra step of baking two, three and sometimes four times a day, in small batches. Because of the frequency with which we bake, Ferrara acquired our great reputation for quality and freshness. Today, Ferrara is still a family owned business operated by the fifth generation. Тhat’s perhaps the most wonderful thing about Ferrara. Since its beginning in 1892, the spirit, recipes and devotion to quality has changed very littleCannolis are made fresh, frozen and shipped on dry ice 12 Large Plain Filled Cannoli12 Large Hand Dipped Belgian Chocolate CannoliPlain Cannoli: After thawing should be eaten within 2 hours for maximize crispnessChocolate Cannoli: After thawing should be eaten within 48 hoursFrozen: Can be stored up to a yearPRODUCED IN A FACILITY WHERE NUTS, MILK, EGGS, SOY & FLOUR ARE PRESENT",https://pixabay.com/get/g6d20490ff510972e86030972013e1fd0b3933fa4ba7d45eab9bd4761b3987aade3da9563286147137af14e7802aa1da2414ce8b1579fadbce220990db76836b4_1280.jpg
Bakery & Desserts,$99.99,No Discount,Rated 4 out of 5 stars based on 16 reviews.,"Mary Macleod’s Shortbread, Variety Tin, 3-pack, 24 cookies per tin",$,Three elegant keepsake tins All-butter artisan shortbread cookies Variety of 4 flavors in each tin Perfect for all your gifting needs Certified Women Owned bakery,"Mary Macleod’s Shortbread tastes like true love in pure, buttery cookie form. Inside each tin are handcrafted, all-butter, gourmet shortbread cookies in Mary Macleod's most popular flavors. The keepsake tin is gorgeous featuring gold foil embellishments for a touch of timeless elegance. The combination of luxurious packaging and melt-in-your-mouth cookies will create a lasting memory. Each tin is filled with 24 shortbread cookies in 4 of Mary Macleod’s premium flavors: The Classic, Chocolate Crunch, Dutch Chocolate and Maple Crunch. Handcrafted and baked to perfection, every cookie is made with care and attention to detail, ensuring the highest quality and taste. This is the perfect corporate gift to show your appreciation to coworkers, clients, partners, suppliers and more. They are also fantastic and versatile for personal occasions - birthdays, weddings, anniversaries, holidays or just to say hello. With a multipack of 3 luxurious tins, this is a smart choice for all your gifting needs. Includes: Elegant Keepsake Blue Tin of Shortbread Cookies with Gold Foil Embellishments.
Variety of 4 Mary Macleod's Shortbread Handcrafted, Premium All-Butter Shortbread Cookies | Flavors: Classic, Chocolate Crunch, Dutch Chocolate and Maple Crunch.
Multipack of 3 Tins of Shortbread Cookies.
CONTAINS: Seventy-Two (72) TOTAL all-butter shortbread cookies in 4 flavors. Each tin has Twenty-Four (24) Variety Shortbread Cookies [3 tins total, 72 cookies total]
Each premium tin comes with four different flavors of our delectable shortbread cookies, each one baked to perfection using only the finest ingredients.",https://pixabay.com/get/gd07bffb96977dca6d9fac40eb67dc33f7d05e33b856dd60c5381477eb702e8de2bb61cdc3d9089cc6617d2b5ab37b1e197ab0a1b1ebb9d740c08c76820e65e7b_1280.jpg
Bakery & Desserts,$34.99,No Discount,Rated 4.5 out of 5 stars based on 702 reviews.,Ferrara's Bakery Rainbow Cookies 1.5 lb,$,"Tricolor Rainbow Cookies Each cookie is approximately 1.5 x 2"" Small Batch Baking Can be frozen for up to 6 months","Ferrara's Bakery of Little Italy in New York CityWith our secret recipes that span three centuries, this fifth-generation family-owned bakery continues to handcraft Italian desserts from the same location in NYC’s Little Italy since 1892.Ferrara’s traditional rainbow (tricolori) cookies are made in-house daily from a secret recipe that Antonio Ferrara used when he opened the bakery. This Tri-color or Rainbow cookie features layers of cake made from almond & macaroon paste that are sandwiched with apricot jam and coated in chocolate.A little history about the world famous Ferarra bakery. Since 1892 when our great grandfather, Enrico Scoppa and our great grand-uncle, Antonio Ferrara, opera impresario and showman, opened a cafe called Café A. Ferrara in Little Italy section in New York City we have prided ourselves on creating superb Italian specialties.We take the extra step of baking two, three and sometimes four times a day, in small batches. Because of the frequency with which we bake, Ferrara acquired our great reputation for quality and freshness. Today, Ferrara is still a family owned business operated by the fifth generation. Тhat’s perhaps the most wonderful thing about Ferrara. Since its beginning in 1892, the spirit, recipes and devotion to quality has changed very little.Rainbow Cookies can be refrigerated for up to a week or frozen for up to 6 months. Once opened, store in an airtight container and serve at room temperature.1.5 lb's Tricolor Rainbow CookiesEach cookie is approximately 1.5 x 2""PRODUCED IN A FACILITY WHERE NUTS, MILK, EGGS, SOY & FLOUR ARE PRESENT",https://pixabay.com/get/gb5eb01c014a50cac5909c8bcaf104df3b78bef1692ff8a1f9ecc956ae2703a81567378f8e4122a248048d041ffc23ea4bfd3590e89f5c5c811eb46dc2c8a4c68_1280.jpg
Bakery & Desserts,$59.99,No Discount,Rated 4.2 out of 5 stars based on 137 reviews.,Ferrara's Bakery 2 lb Italian Cookie Tray and Struffoli,$,"Assorted Italian Cookie Tray
Struffoli Honey Balls","Ferrara's Bakery of LIttle Italy in New York CityFerrara’s delicate & buttery cookies are the perfect companion with a cup of coffee. Using secret Old World recipes that are over 100 years old, Ferrara bakes perfect rainbow (tricolori), pignoli (almond-flavored cookies studded with pine nuts), fudge-swirled cookies & more.Struffoli also known as Honey Balls is a Neapolitan dish made of deep fried balls of sweet dough. Crunchy on the outside and light inside, struffoli are mixed with honey and other sweet ingredients and formed into mounds or rings. They are often served for holidays and are sometimes served warm. Best stored at room temperature.A little history about the world famous Ferarra bakery. Since 1892 when our great grandfather, Enrico Scoppa and our great grand-uncle, Antonio Ferrara, opera impresario and showman, opened a cafe called Café A. Ferrara in Little Italy section in New York City we have prided ourselves on creating superb Italian specialties. We take the extra step of baking two, three and sometimes four times a day, in small batches. Because of the frequency with which we bake, Ferrara acquired our great reputation for quality and freshness. Today, Ferrara is still a family-owned business operated by the fifth generation. That’s perhaps the most wonderful thing about Ferrara. Since its beginning in 1892, the spirit, recipes and devotion to quality has changed very little.Includes:2 lb Assorted Italian Cookie Tray16 oz. Struffoli Honey BallsPRODUCED IN A FACILITY WHERE NUTS, MILK, EGGS, SOY & FLOUR ARE PRESENT",https://pixabay.com/get/g2305e23451cb61225ded367c23643aba6d525f0d929123ea28cecde8e609a34db4a1c813e7339c5654461b7acf96dcf145e74855f792eedfd4a70b69fd8eb8a8_1280.jpg
Bakery & Desserts,$89.99,No Discount,Rated 3 out of 5 stars based on 5 reviews.,"Tootie Pie 11"" Heavenly Chocolate Pie, 2- pack",$,"Two 11"" Heavenly Chocolate Pie 1 Pie Serves Approximately 8-10 People Each Pie is Diameter: 11"" Each and Weight: 3.5 lbs. Ships with Dry Ice to Maintain Quality & Freshness Made in the USA","Only for the truly serious chocolate lover, Tootie’s Heavenly Chocolate Pie is a gooey, fudgy, decadent slice of heaven! With layers of rich, chocolatey filling, surrounded by our handcrafted, flaky crust, it’s truly a small slice of heaven.
Some of our products may contain nuts. Our facility is NOT a nut-free facility, and as a result it is possible that any product may have come in contact with nut or nut oils.
Important Handling Instructions:
If not being consumed immediately upon arrival, your pie should be placed in the freezer. The pie will arrive at least partially frozen and can be refrozen in its original packaging for up to 6 months or stored in a refrigerator for up to 7 days. The pie is fully baked and can be enjoyed chilled or at room temperature. Thaw the pie in the fridge for about 4 hours (or on your kitchen counter for around 2 hours).",https://pixabay.com/get/g96e10e4d1287ef39bbdec56374ec758ff67b4fbb7007318b365ab7a13d7c05361c05499c5dc64f7406c283dba5ff917c97443ce86dd8de252cbb6caba26c9c75_1280.jpg
Bakery & Desserts,$89.99,No Discount,No Reviews,"Tootie Pie 11"" Whiskey Pecan Pie, 2-pack",$,"Two 11"" Whiskey Pecan Pie 1 Pie Serves Approximately 8-10 people Each Pie is Diameter: 11"" Each, Weight: 3 lbs. Ships with Dry Ice to Maintain Quality & Freshness Made in the USA","If you’re a pecan pie lover, but want something a little different, our Whiskey Pecan Pie is full of nutty pecans and our perfectly sweet, custardy filling, spiked with just the right amount of Rebecca Creek Whiskey. Drizzled with our whiskey glaze and baked in our handcrafted, flaky crust, it’s a delicious boozy treat!
This product contains nuts.
Important Handling Instructions:
If not being consumed immediately upon arrival, your pie should be placed in the freezer. The pie will arrive at least partially frozen and can be refrozen in its original packaging for up to 6 months or stored in a refrigerator for up to 7 days. The pie is fully baked and can be enjoyed chilled or at room temperature. Thaw the pie in the fridge for about 4 hours (or on your kitchen counter for around 2 hours).",https://pixabay.com/get/g7e7a97f632451e82853b3a2ab7669071927679df3ccf03b95ad89c3c2ad66019d3f195001af21bdffb8e04071a93c628e0d00effde5d55e0bf3506b585d60436_1280.jpg
Bakery & Desserts,$59.99,No Discount,No Reviews,"Tootie Pie 11"" Huge Original Apple Pie",$,"One 11"" Apple Pie Serves Approximately 10-12 people Diameter: 11"" Each and Weight: 6 lbs. Ships with Dry Ice to Maintain Quality & Freshness Made in the USA","Made with Tootie’s original recipe from 1985, our Huge Apple Pie is 6 pounds of sliced apples, mixed with the perfect blend of spices and our famous handcrafted, golden-brown flaky crust. Standing almost 4 inches tall, it makes a great gift or the perfect centerpiece for all your family get-togethers.
One taste and you’ll see why our Huge Apple Pie has been delighting customers across the country for over 35 years!
Some of our products may contain nuts. Our facility is NOT a nut-free facility, and as a result it is possible that any product may have come in contact with nut or nut oils.
Important Handling Instructions:
If not being consumed immediately upon arrival, your pie should be placed in the freezer. The pie will arrive at least partially frozen and can be refrozen in its original packaging for up to 6 months or stored in a refrigerator for up to 7 days. The pie is fully baked, and can be enjoyed chilled, at room temperature or it can be heated in a 325º oven for about 1 ½ hours. Thaw the pie in the fridge for about 24 hours (or on your kitchen counter for around 5 hours).",https://pixabay.com/get/g28bcc25d9c7531e38bb4d4d3d76b48539dde3703b5329f45993c9bd976f4674e91056657e668f48a13ced9e8acf1bd3f0778273b5e03c49fafcda18a85b1be1c_1280.jpg
Beverages & Water,$99.99,After $30 OFF,Rated 4.5 out of 5 stars based on 28 reviews.,"Pulp & Press Organic Cold-Pressed Wellness Shot Pack, 48-pack",$,"12 Ginger, 12 Turmeric, 12 Wheatgrass and 12 Elderberry Certified Organic No Preservatives, Added Sugar, Additives (Colors, Flavors) Vegan and Gluten Free","Due to the perishable nature of this item, orders do NOT ship over the weekend. Orders only ship Monday, Tuesday and Wednesday for Wednesday, Thursday, Friday deliveries. At Pulp & Press, we're dedicated to making healthy living convenient and accessible to everyone. Our cold-pressed juices and wellness shots are made with only the highest quality, 100% organic, plant-based, and raw ingredients, so you can be sure you're getting the most nutritional value out of every sip. Say hello to a healthier you with our wellness shot elixirs! 12 Ginger Wellness Shot Elixir A zesty blend of lemon, ginger, and turmeric - balanced with apple, that's perfect for supporting your immune system and aiding digestion. 12 Turmeric Wellness Shot Elixir Loaded with superfoods like turmeric, lemon, and pineapple, plus black pepper to boost nutrient absorption. 12 Wheatgrass Wellness Shot Elixir Boost your daily greens with this deliciously green elixir, packed with superfoods like pineapple, lemon, ginger, wheatgrass, and spirulina. 12 Elderberry Wellness Shot Elixir Packed with antiviral ingredients like elderberry and ginger, these bright-colored shots can help support the immune system. Fun Ways to Incorporate Wellness Shots Into Your Daily Routine: Enjoy a shot as a refreshing start to your day
Add a wellness shot to your juice or smoothie for an extra boost of nutrients
Pair a shot with your favorite healthy snack for a delicious treat
Take a wellness shot before your workout to energize your body 100% Organic Ingredients: Ginger: Organic Apple, Organic Lemon, Organic Ginger, Organic Turmeric
Turmeric: Organic Pineapple, Organic Lemon, Organic Turmeric, Organic Black Pepper.
Elderberry: Organic Apple, Organic Lemon, Organic Ginger, Organic Elderberry extract
Wheatgrass: Organic Pineapple, Organic Lemon, Organic Ginger, Organic Wheatgrass, *Spirulina. For any questions or concerns regarding your online order, please reach out to Pulp and Press directly at support@pulpandpress.com or by phone at (866)-208-9319. A representative will be in touch with you within 24 hours.",https://pixabay.com/get/gfecac2bcad674f11c3d831af8be77570e5f199fe2c2358ef39fb8fe70d7a6a964bfbcebc6c07e4123809b63021602e287a54705fc36f81d0696afed33a625e01_1280.jpg
Beverages & Water,$27.99,No Discount,,"Prime Hydration+ Sticks Electrolyte Drink Mix, Variety Pack, 30-Count",$,Activate with Water No Added Sugar Antioxidants + Electrolytes Caffeine Free Gluten Free,"Hydration+ Sticks Electrolyte Drink Mix
Variety pack: 10-Ice Pop (0.35 oz), 10-Blue Raspberry (0.34 oz), 10-Strawberry Watermelon (0.32 oz)
25 calories per bottle
250 mg BCAA
10% coconut water
The ultimate recovery support
Drink in rapid replenishment and intensely refreshing flavors
30-Count",https://pixabay.com/get/g7c6401566874e5f6a6bc43e242378cf46543270b28f9899eb54bc36cb9b3a087555abdbfb0aa83939e11f02548d38c31d28ba4c2fc3c1ba57f5d7e479204a08a_1280.jpg
Beverages & Water,$21.99,No Discount,,"Prime Hydration Drink, Variety Pack, 16.9 fl oz, 15-count",$,5 - Tropical Punch 5 - Lemon Lime 5 - Blue Raspberry 16.9 fl oz Bottles 15 Total Bottles,"Limit 5 per member Gluten free
​Caffeine free
10% coconut water
250mg BCAAs
B vitamins
Antioxidants
835mg electrolytes",https://pixabay.com/get/g176c8b54ff559ea87e67886457e428ef054f64e3a16f47e2cf18f24e67f9c342e742973f795422b420b564f02956b64e2aa001c56d94b8ace22fceffc35d4e4f_1280.jpg
Beverages & Water,$20.99,After $5 OFF,,"Alani Nu Energy Drink, Variety Pack, 12 fl oz, 18-count",$,6 - Juicy Peach 6 - Cosmic Stardust 6 - Cherry Slush 12 fl oz Cans 18 Total Cans,"Zero sugar
200mg caffeine",https://pixabay.com/get/g5de84d1097a5ba9bdf244231034e8096885c7c024d74d3f6413cfad8f08f529015de1270c8bd0f82d6056d963fb38183b3e630495634a1c0d5f2be780eaf5b06_1280.jpg
Beverages & Water,$19.99,After $5 OFF,,"Poppi Prebiotic Soda, Variety Pack, 12 fl oz, 15-count",$,5 - Doc Pop 5 - Grape 5 - Root Beer 12 fl oz Cans 15 Total Cans,"Prebiotics for a healthy gut
5g sugar or less
Immunity sidekick",https://pixabay.com/get/g89ddb796936fb43b3da928b5b36ae917a9e098faa4447def52e48007ceadd0170f7ecb194c70b6c5e21b86ca45ef4237832aa1a99ad88a9a1187e643d0ed4f1b_1280.jpg
Beverages & Water,$19.99,After $5 OFF,,"Poppi Prebiotic Soda, Variety Pack, 12 fl oz, 15-count",$,5 - Strawberry Lemon 5 - Orange 5 - Cherry Limeade 12 fl oz Cans 15 Total Cans,"Prebiotics for a healthy gut
5g sugar or less
Immunity sidekick",https://pixabay.com/get/g5921be9cde7c9c633e72874f3ca8ac38aa1bba642e8ede844bfe3a03c6560164a4190b3bde8ffd53fab8988efb620c67a290c91a68b814a050b79cce4e21049e_1280.jpg
Beverages & Water,$439.99,This item is not returnable.,Rated 4.3 out of 5 stars based on 1957 reviews.,"Kirkland Signature Bottled Water 16.9 fl oz, 40-count, 48 Case Pallet",$,"Business Members* Click the Business Delivery Tab for Local Delivery Options
Zero Calories
No Artificial Color or Flavors
Minerals Added for a Pure Refreshing Taste","*Business Members please click on Business Delivery tab above to see if local delivery is available in your area.The item may also be available at your local warehouse at a lower non-delivered price.Bottle Fee will apply to shipments going to California, Connecticut, Delaware, Michigan, New York, Oregon, Vermont and Maine. Kirkland Signature bottled water’s pure, fresh taste, high quality and value makes staying refreshed and hydrated easy! Our water is bottled with state-of-the-art purification, filtration and reverse osmosis technologies with the highest quality certifications in the industry. Kirkland Signature bottled water is the perfect solution for your on-the-go lifestyle!Product description:Proprietary mineral blend added to create Kirkland Signature’s pure taste.Bottled using state-of-the-art purification, filtration and reverse osmosis technologies with each bottle undergoing automated digital imaging inspection.Utilization of food grade recycled PET (rPET) where feasible. Our bottle and cap are recyclable. Please use store drop off locations to recycle the printed filmFeatures:Perfect size for an on-the-go lifestyle, school lunches, sports, events and entertaining.Zero calories, no sweeteners and no artificial colors or flavors.Bottled using the highest quality standards in the industry.Minerals added for a pure, refreshing taste.16.9 oz/0.5L plastic (PET & rPET) bottles o	Virgin and Recycled Polyethylene Terephthalate (PET & rPET) are BPA free.40 bottles per case48 cases per pallet",https://pixabay.com/get/gc186027ca42c31f6f8ef40e5cd7dd3a806c68fd7c32adcfe45671d637ea50581d79e9d671769b5e5d09fb2fef142602e218326f93837d7ba469c76d6232c18e2_1280.jpg
Beverages & Water,$9.99,No Discount,,"Kirkland Signature, Organic Almond Beverage, Vanilla, 32 fl oz, 6-Count",$,Unsweetened Non-Dairy Beverage USDA Certified Organic No Sugar Added Vegan,"6-count
32 oz. container
30 calories per serving
Free of dairy, lactose, soy
Net Weight 192 oz.",https://pixabay.com/get/gbe4408e1bfd259f27bbdce68db79a6053148a073c277225e50f8f331b71a8f0a4edc8b46ff1b2486d29d1f8c44cd25e42a05c27b3fdf2f744518d506a01aa285_1280.jpg
Beverages & Water,$14.99,No Discount,,"Kirkland Signature, Almond Milk, 1 qt, 12-count",$,"Kosher Vegan Free of Dairy, Lactose, Soy No Added Sugar Made in the USA","Original Unsweetened
Non-Dairy Beverage
Made with California Almonds
12-count
1 qt Cartons
Net Weight: 3 Gal",https://pixabay.com/get/gf6acf028aba3b36b5fd93f86610a5143c67c652ed9955dd9cd40243ff6c3afccace284cd6fd5977942fa2ad1f523fcf335ee83669877ab63208724f4ee530251_1280.jpg
Beverages & Water,$21.99,No Discount,,"Kirkland Signature, Organic Reduced Fat Chocolate Milk, 8.25 fl oz, 24-Count",$,USDA Certified Organic 2% Milk Fat Grade A Excellent Source of Calcium Net Weight 198 fl. oz.,"24-count
8.25 oz. Chocolate Milks
37% Less Fat than Whole Milk
With Vitamins A & D
UHT Pasteurized",https://pixabay.com/get/gae14fd66f07ed42e2da8360c2338aaee157201031750acc84c3714e00c3f4c95f7daf25aeca6274e91acfd7ca72e8601fbd5a01b7fa06635be764fc9e9d3ea68_1280.jpg
Beverages & Water,$18.99,No Discount,,"Kirkland Signature Colombian Cold Brew Coffee, 11 fl oz, 12-count",$,Cold Brewed Product of Colombia Roasted and Packaged in the USA 100% Colombian 12-count,"Cold Brewed
12-count
11 fl oz cans
Total Volume 3.9 L",https://pixabay.com/get/ga7f98b1b09060f3834c1ff1a76f937a0d7ae02524cfe7e3891edb76988a5cbe0ea8dcea0201f0ffef29805507469ba750cc9ae743d979a3a93906f7ba9210e19_1280.jpg
